Column,centro_nro_registro,centro_tipo,alergologia,same_as_alergologia,cardiologia,same_as_cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,same_as_dermatologia,endocrinologia,same_as_endocrinologia,enfermeria,same_as_enfermeria,farmacia,same_as_farmacia,fisioterapia,same_as_fisioterapia,medicina_general,same_as_medicina_general,neumologia,same_as_neumologia,neurologia,same_as_neurologia,nutricion_y_dietetica,same_as_nutricion_y_dietetica,oncologia,same_as_oncologia,otorrinolaringologia,same_as_otorrinolaringologia,pediatria,same_as_pediatria,psicologia_clinica,same_as_psicologia_clinica,psiquiatria,same_as_psiquiatria,rehabilitacion,same_as_rehabilitacion,urgencias,same_as_urgencias,vacunacion,same_as_vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,same_as_municipio,localizacion_coordenada_x,localizacion_coordenada_y
2817,CS16566,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle del Gobernador 80 28300 Aranjuez,Calle,del Gobernador,80,28300,Aranjuez,https://www.wikidata.org/wiki/Q486792,448883,4431491
2818,CS16569,Servicio sanitario integrado en una organización no sanitaria,,,cardiology,https://www.wikidata.org/wiki/Q10379,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda M-40 1 28925 Alcorcón,Avda,M-40,1,28925,Alcorcón,https://www.wikidata.org/wiki/Q10372,429389,4471544
2819,CS1657,Centro Polivalente,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Joaquín Bau 5 28036 Madrid,Calle,de Joaquín Bau,5,28036,Madrid,https://www.wikidata.org/wiki/Q2807,441827,4479486
2820,CS16570,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Humanes 27 28981 Parla,Calle,Humanes,27,28981,Parla,https://www.wikidata.org/wiki/Q824651,434262,4454333
2821,CS16571,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de los Coronados 7 28320 Pinto,Calle,de los Coronados,7,28320,Pinto,https://www.wikidata.org/wiki/Q909718,440477,4454821
2822,CS16572,Centro Polivalente,,,,,,,dermatology,https://www.wikidata.org/wiki/Q171171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Almagro 38 28010 Madrid,Calle,de Almagro,38,28010,Madrid,https://www.wikidata.org/wiki/Q2807,441306,4475859
2823,CS16574,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle del Patrimonio Mundial 9 28300 Aranjuez,Calle,del Patrimonio Mundial,9,28300,Aranjuez,https://www.wikidata.org/wiki/Q486792,448283,4434440
2825,CS16578,Consultorio de atención primaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,vaccination,https://www.wikidata.org/wiki/Q192995,"Calle del Cosillo 2 28722 Vellón, El",Calle,del Cosillo,2,28722,El Vellón,https://www.wikidata.org/wiki/Q1647849,450745,4513305
2826,CS16580,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Ruiz de Alarcón 1 28014 Madrid,Calle,de Ruiz de Alarcón,1,28014,Madrid,https://www.wikidata.org/wiki/Q2807,441342,4474364
2827,CS16582,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de la Huerta de Castañeda 17 28011 Madrid,Calle,de la Huerta de Castañeda,17,28011,Madrid,https://www.wikidata.org/wiki/Q2807,437079,4473160
2828,CS16584,Otros centros especializados,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Apodaca 22 28004 Madrid,Calle,de Apodaca,22,28004,Madrid,https://www.wikidata.org/wiki/Q2807,440670,4475422
2829,CS16586,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de la Primavera de Praga 18 28030 Madrid,Calle,de la Primavera de Praga,18,28030,Madrid,https://www.wikidata.org/wiki/Q2807,444377,4473626
2830,CS16588,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Teniente Ruiz 25 28805 Alcalá de Henares,Calle,Teniente Ruiz,25,28805,Alcalá de Henares,https://www.wikidata.org/wiki/Q46940,469549,4481581
2831,CS16591,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Alameda del Valle 9 28051 Madrid,Calle,de Alameda del Valle,9,28051,Madrid,https://www.wikidata.org/wiki/Q2807,447110,4468777
2832,CS16592,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda del Hospital 13 28942 Fuenlabrada,Avda,del Hospital,13,28942,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,430206,4460357
2833,CS16602,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de la Ciudad de Berlín 1 28840 Mejorada del Campo,Calle,de la Ciudad de Berlín,1,28840,Mejorada del Campo,https://www.wikidata.org/wiki/Q1984852,459066,4472044
2834,CS16603,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Paseo de la Castellana 24 28046 Madrid,Paseo,de la Castellana,24,28046,Madrid,https://www.wikidata.org/wiki/Q2807,441609,4475797
2835,CS16604,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de San Antonio 4 28020 Madrid,Calle,de San Antonio,4,28020,Madrid,https://www.wikidata.org/wiki/Q2807,440483,4477950
2836,CS16606,Otros centros especializados,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Real 26 28400 Collado Villalba,Calle,Real,26,28400,Collado Villalba,https://www.wikidata.org/wiki/Q735759,414774,4497997
2837,CS16608,Centro Polivalente,,,,,,cirugiamenorambulatoria,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,pediatrics,https://www.wikidata.org/wiki/Q123028,,,,,,,,,,,Avda del Ventisquero de la Condesa 48 28035 Madrid,Avda,del Ventisquero de la Condesa,48,28035,Madrid,https://www.wikidata.org/wiki/Q2807,439137,4482958
2839,CS16615,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Pozo 14 28690 Brunete,Calle,Pozo,14,28690,Brunete,https://www.wikidata.org/wiki/Q1647090,414959,4473105
2840,CS1662,Centro Polivalente,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Bulev de José Prat 8 28032 Madrid,Bulev,de José Prat,8,28032,Madrid,https://www.wikidata.org/wiki/Q2807,446982,4472078
2841,CS16621,Consulta médica,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de San Restituto 43 28039 Madrid,Calle,de San Restituto,43,28039,Madrid,https://www.wikidata.org/wiki/Q2807,439174,4479720
2842,CS16622,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Zazuar 15 28031 Madrid,Calle,de Zazuar,15,28031,Madrid,https://www.wikidata.org/wiki/Q2807,448469,4470335
2843,CS16624,Consulta de otros profesionales sanitarios,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Núñez de Balboa 39 28001 Madrid,Calle,de Núñez de Balboa,39,28001,Madrid,https://www.wikidata.org/wiki/Q2807,442075,4475260
2844,CS16625,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,"Calle Cervantes 22 28231 Rozas de Madrid, Las",Calle,Cervantes,22,28231,Las Rozas de Madrid,https://www.wikidata.org/wiki/Q592747,425176,4482989
2845,CS16629,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Marcelino Álvarez 26 28017 Madrid,Calle,de Marcelino Álvarez,26,28017,Madrid,https://www.wikidata.org/wiki/Q2807,444546,4475718
2846,CS16630,Otros centros especializados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle de Joaquín Costa 15 28002 Madrid,Calle,de Joaquín Costa,15,28002,Madrid,https://www.wikidata.org/wiki/Q2807,441594,4477529
2847,CS16631,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda de La Verbena de la Paloma 21 28041 Madrid,Avda,de La Verbena de la Paloma,21,28041,Madrid,https://www.wikidata.org/wiki/Q2807,440924,4467793
2848,CS16632,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Radio Peninsular 2 28660 Boadilla del Monte,Calle,de Radio Peninsular,2,28660,Boadilla del Monte,https://www.wikidata.org/wiki/Q1641013,425519,4473304
2849,CS16633,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda de Nuestra Señora de la Vega 16 28330 San Martín de la Vega,Avda,de Nuestra Señora de la Vega,16,28330,San Martín de la Vega,https://www.wikidata.org/wiki/Q959612,450454,4451327
2850,CS16634,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Paseo del General Martínez Campos 15 28010 Madrid,Paseo,del General Martínez Campos,15,28010,Madrid,https://www.wikidata.org/wiki/Q2807,440944,4476293
2851,CS16636,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda de la Gran Vía de Hortaleza 51 28043 Madrid,Avda,de la Gran Vía de Hortaleza,51,28043,Madrid,https://www.wikidata.org/wiki/Q2807,445123,4479961
2852,CS16638,Consultorio de atención primaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,vaccination,https://www.wikidata.org/wiki/Q192995,Calle San Roque 5 28812 Valverde de Alcalá,Calle,San Roque,5,28812,Valverde de Alcalá,https://www.wikidata.org/wiki/Q2003388,474537,4474227
2853,CS16639,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Ciudad Real 6 28982 Parla,Calle,Ciudad Real,6,28982,Parla,https://www.wikidata.org/wiki/Q824651,434802,4454802
2854,CS16640,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Plaza de Pablo Casals 1 28911 Leganés,Plaza,de Pablo Casals,1,28911,Leganés,https://www.wikidata.org/wiki/Q77433,434565,4463939
2855,CS16641,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,,,,,Calle de Santísima Trinidad 30 28010 Madrid,Calle,de Santísima Trinidad,30,28010,Madrid,https://www.wikidata.org/wiki/Q2807,440549,4476607
2856,CS16642,Centro Polivalente,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Don Ramón de la Cruz 36 28001 Madrid,Calle,de Don Ramón de la Cruz,36,28001,Madrid,https://www.wikidata.org/wiki/Q2807,442148,4475587
2858,CS16647,Otros centros especializados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle de Ocaña 201 28047 Madrid,Calle,de Ocaña,201,28047,Madrid,https://www.wikidata.org/wiki/Q2807,436124,4471125
2859,CS16649,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Bellavista 3 28804 Alcalá de Henares,Calle,Bellavista,3,28804,Alcalá de Henares,https://www.wikidata.org/wiki/Q46940,469911,4481293
2860,CS16653,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Paseo de Dolores Soria 1 28320 Pinto,Paseo,de Dolores Soria,1,28320,Pinto,https://www.wikidata.org/wiki/Q909718,440600,4454841
2861,CS16657,Centro Polivalente,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Claudio Coello 51 28001 Madrid,Calle,de Claudio Coello,51,28001,Madrid,https://www.wikidata.org/wiki/Q2807,441768,4475368
2862,CS16660,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Velayos 26 28035 Madrid,Calle,de Velayos,26,28035,Madrid,https://www.wikidata.org/wiki/Q2807,438425,4479813
2863,CS16662,Otros centros especializados,,,,,,cirugiamenorambulatoria,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Velázquez 146 28002 Madrid,Calle,de Velázquez,146,28002,Madrid,https://www.wikidata.org/wiki/Q2807,442124,4477126
2864,CS16663,Otros centros especializados,,,,,,cirugiamenorambulatoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Moreto 5 28014 Madrid,Calle,de Moreto,5,28014,Madrid,https://www.wikidata.org/wiki/Q2807,441439,4473992
2865,CS16664,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,,,,,Calle de Nicaragua 14 28016 Madrid,Calle,de Nicaragua,14,28016,Madrid,https://www.wikidata.org/wiki/Q2807,442985,4478753
2866,CS16667,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Caramuel 40 28011 Madrid,Calle,de Caramuel,40,28011,Madrid,https://www.wikidata.org/wiki/Q2807,438212,4473495
2867,CS16670,Consulta médica,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle del Arroyo Fontarrón 43 28030 Madrid,Calle,del Arroyo Fontarrón,43,28030,Madrid,https://www.wikidata.org/wiki/Q2807,444772,4472793
2868,CS16672,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de la Sagrada Familia 3 28320 Pinto,Calle,de la Sagrada Familia,3,28320,Pinto,https://www.wikidata.org/wiki/Q909718,440791,4454727
2869,CS16673,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle Velasco 2 28901 Getafe,Calle,Velasco,2,28901,Getafe,https://www.wikidata.org/wiki/Q8802,437927,4462245
2870,CS16675,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle del Príncipe de Vergara 42 28001 Madrid,Calle,del Príncipe de Vergara,42,28001,Madrid,https://www.wikidata.org/wiki/Q2807,442366,4475493
2871,CS16676,Centro Polivalente,,,cardiology,https://www.wikidata.org/wiki/Q10379,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Málaga 4 28003 Madrid,Calle,de Málaga,4,28003,Madrid,https://www.wikidata.org/wiki/Q2807,441144,4476691
2872,CS16678,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Doce de Octubre 5 28991 Torrejón de la Calzada,Calle,Doce de Octubre,5,28991,Torrejón de la Calzada,https://www.wikidata.org/wiki/Q960213,432007,4450308
2873,CS16679,Consulta de otros profesionales sanitarios,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Montecarlo 1 28936 Móstoles,Calle,Montecarlo,1,28936,Móstoles,https://www.wikidata.org/wiki/Q187826,427616,4464169
2874,CS16682,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,"Avda Atenas 1 28290 Rozas de Madrid, Las",Avda,Atenas,1,28290,Las Rozas de Madrid,https://www.wikidata.org/wiki/Q592747,423931,4487587
2875,CS16684,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,,,,,Plaza de la Encina 1 28760 Tres Cantos,Plaza,de la Encina,1,28760,Tres Cantos,https://www.wikidata.org/wiki/Q910410,439932,4493928
2876,CS16690,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Santiago Ramón y Cajal 109 28939 Arroyomolinos,Calle,de Santiago Ramón y Cajal,109,28939,Arroyomolinos,https://www.wikidata.org/wiki/Q1778172,423740,4461517
2877,CS16691,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Avda de Rafaela Ybarra 135 28041 Madrid,Avda,de Rafaela Ybarra,135,28041,Madrid,https://www.wikidata.org/wiki/Q2807,439443,4467528
2878,CS16692,Centro móvil de asistencia sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Torre de Don Miguel 26 28031 Madrid,Calle,de Torre de Don Miguel,26,28031,Madrid,https://www.wikidata.org/wiki/Q2807,445291,4469218
2880,CS16695,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Francos Rodríguez 36 28039 Madrid,Calle,de Francos Rodríguez,36,28039,Madrid,https://www.wikidata.org/wiki/Q2807,440251,4478651
2881,CS16698,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de la Iglesia 11 28530 Morata de Tajuña,Calle,de la Iglesia,11,28530,Morata de Tajuña,https://www.wikidata.org/wiki/Q1772158,462971,4453192
2882,CS1670,Consulta médica,,,,,,,,,,,,,,,,,,,,,,,,,,,otolaryngology,https://www.wikidata.org/wiki/Q189553,,,,,,,,,,,,,Avda de Bruselas 69 28028 Madrid,Avda,de Bruselas,69,28028,Madrid,https://www.wikidata.org/wiki/Q2807,443740,4476988
2883,CS16700,Centro Polivalente,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle del Diamante 29 28021 Madrid,Calle,del Diamante,29,28021,Madrid,https://www.wikidata.org/wiki/Q2807,441713,4466997
2884,CS16701,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Artajona 7 28039 Madrid,Calle,de Artajona,7,28039,Madrid,https://www.wikidata.org/wiki/Q2807,439110,4479429
2885,CS16702,Centro Polivalente,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Covarrubias 22 28010 Madrid,Calle,de Covarrubias,22,28010,Madrid,https://www.wikidata.org/wiki/Q2807,440830,4475727
2886,CS16703,Centro Polivalente,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Rafael Calvo 30 28010 Madrid,Calle,de Rafael Calvo,30,28010,Madrid,https://www.wikidata.org/wiki/Q2807,441263,4476151
2887,CS16704,Otros centros especializados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle Puerto de los Leones 1 28220 Majadahonda,Calle,Puerto de los Leones,1,28220,Majadahonda,https://www.wikidata.org/wiki/Q427505,425786,4480866
2888,CS16705,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda del Ingeniero Emilio Herrera 19 28050 Madrid,Avda,del Ingeniero Emilio Herrera,19,28050,Madrid,https://www.wikidata.org/wiki/Q2807,444582,4482542
2889,CS16707,Otros centros especializados,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Orense 69 28020 Madrid,Calle,de Orense,69,28020,Madrid,https://www.wikidata.org/wiki/Q2807,441098,4478869
2890,CS16708,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Trafalgar 23 28010 Madrid,Calle,de Trafalgar,23,28010,Madrid,https://www.wikidata.org/wiki/Q2807,440543,4475963
2891,CS1671,Centro Polivalente,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,,,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,,,,,,,,,,,Calle de Téllez 30 28007 Madrid,Calle,de Téllez,30,28007,Madrid,https://www.wikidata.org/wiki/Q2807,442412,4472550
